Sexo	Nivel de formación alcanzado	Edad	Periodo	Total
Mujeres	Educación primaria	De 40 a 44 años	2023	35,6
Mujeres	Educación primaria	De 40 a 44 años	2022	28,5
Mujeres	Educación primaria	De 40 a 44 años	2021	28,9
Mujeres	Educación primaria	De 40 a 44 años	2020	24,7
Mujeres	Educación primaria	De 40 a 44 años	2019	29,9
Mujeres	Educación primaria	De 40 a 44 años	2018	39,5
Mujeres	Educación primaria	De 40 a 44 años	2017	38,3
Mujeres	Educación primaria	De 40 a 44 años	2016	32,7
Mujeres	Educación primaria	De 40 a 44 años	2015	35
Mujeres	Educación primaria	De 40 a 44 años	2014	36,3
Mujeres	Educación primaria	De 45 a 49 años	2023	36,5
Mujeres	Educación primaria	De 45 a 49 años	2022	30,8
Mujeres	Educación primaria	De 45 a 49 años	2021	32,8
Mujeres	Educación primaria	De 45 a 49 años	2020	35,7
Mujeres	Educación primaria	De 45 a 49 años	2019	36,5
Mujeres	Educación primaria	De 45 a 49 años	2018	37,1
Mujeres	Educación primaria	De 45 a 49 años	2017	37,8
Mujeres	Educación primaria	De 45 a 49 años	2016	37,7
Mujeres	Educación primaria	De 45 a 49 años	2015	40,5
Mujeres	Educación primaria	De 45 a 49 años	2014	47,3
Mujeres	Educación primaria	De 50 a 54 años	2023	41,7
Mujeres	Educación primaria	De 50 a 54 años	2022	30,2
Mujeres	Educación primaria	De 50 a 54 años	2021	34,9
Mujeres	Educación primaria	De 50 a 54 años	2020	32,4
Mujeres	Educación primaria	De 50 a 54 años	2019	42,3
Mujeres	Educación primaria	De 50 a 54 años	2018	45,2
Mujeres	Educación primaria	De 50 a 54 años	2017	46,5
Mujeres	Educación primaria	De 50 a 54 años	2016	49,8
Mujeres	Educación primaria	De 50 a 54 años	2015	62
Mujeres	Educación primaria	De 50 a 54 años	2014	71,4
Mujeres	Educación primaria	De 55 a 59 años	2023	36
Mujeres	Educación primaria	De 55 a 59 años	2022	40,8
Mujeres	Educación primaria	De 55 a 59 años	2021	42,5
Mujeres	Educación primaria	De 55 a 59 años	2020	48,1
Mujeres	Educación primaria	De 55 a 59 años	2019	57,1
Mujeres	Educación primaria	De 55 a 59 años	2018	63,7
Mujeres	Educación primaria	De 55 a 59 años	2017	69,8
Mujeres	Educación primaria	De 55 a 59 años	2016	79,6
Mujeres	Educación primaria	De 55 a 59 años	2015	75,6
Mujeres	Educación primaria	De 55 a 59 años	2014	90,4
Mujeres	Educación primaria	De 60 a 64 años	2023	46,2
Mujeres	Educación primaria	De 60 a 64 años	2022	45
Mujeres	Educación primaria	De 60 a 64 años	2021	42
Mujeres	Educación primaria	De 60 a 64 años	2020	56,6
Mujeres	Educación primaria	De 60 a 64 años	2019	64,5
Mujeres	Educación primaria	De 60 a 64 años	2018	62,4
Mujeres	Educación primaria	De 60 a 64 años	2017	64,7
Mujeres	Educación primaria	De 60 a 64 años	2016	72,1
Mujeres	Educación primaria	De 60 a 64 años	2015	66,3
Mujeres	Educación primaria	De 60 a 64 años	2014	75,8
Mujeres	Educación primaria	De 65 a 69 años	2023	16,4
Mujeres	Educación primaria	De 65 a 69 años	2022	16,1
Mujeres	Educación primaria	De 65 a 69 años	2021	12,6
Mujeres	Educación primaria	De 65 a 69 años	2020	11,5
Mujeres	Educación primaria	De 65 a 69 años	2019	9,4
Mujeres	Educación primaria	De 65 a 69 años	2018	11,8
Mujeres	Educación primaria	De 65 a 69 años	2017	12,6
Mujeres	Educación primaria	De 65 a 69 años	2016	12,5
Mujeres	Educación primaria	De 65 a 69 años	2015	12,7
Mujeres	Educación primaria	De 65 a 69 años	2014	11,7
Mujeres	Educación primaria	70 y más años	2023	3,1
Mujeres	Educación primaria	70 y más años	2022	1,8
Mujeres	Educación primaria	70 y más años	2021	3,2
Mujeres	Educación primaria	70 y más años	2020	4,3
Mujeres	Educación primaria	70 y más años	2019	3,5
Mujeres	Educación primaria	70 y más años	2018	4,8
Mujeres	Educación primaria	70 y más años	2017	5,4
Mujeres	Educación primaria	70 y más años	2016	3,2
Mujeres	Educación primaria	70 y más años	2015	3,2
Mujeres	Educación primaria	70 y más años	2014	3,6
Mujeres	Primera etapa de educación secundaria y similar	Total	2023	1.999,7
Mujeres	Primera etapa de educación secundaria y similar	Total	2022	1.948,5
Mujeres	Primera etapa de educación secundaria y similar	Total	2021	1.842,3
Mujeres	Primera etapa de educación secundaria y similar	Total	2020	1.813,5
Mujeres	Primera etapa de educación secundaria y similar	Total	2019	1.993,1
Mujeres	Primera etapa de educación secundaria y similar	Total	2018	1.959,5
Mujeres	Primera etapa de educación secundaria y similar	Total	2017	1.955,2
Mujeres	Primera etapa de educación secundaria y similar	Total	2016	1.893,2
Mujeres	Primera etapa de educación secundaria y similar	Total	2015	1.869,6
Mujeres	Primera etapa de educación secundaria y similar	Total	2014	1.830,5
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2023	28,2
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2022	24,4
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2021	19,6
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2020	15
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2019	25,8
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2018	26,1
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2017	22,4
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2016	18,2
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2015	15,5
Mujeres	Primera etapa de educación secundaria y similar	De 16 a 19 años	2014	17,3
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2023	74,6
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2022	66,5
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2021	53,6
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2020	59,4
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2019	82,2
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2018	84,6
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2017	82
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2016	69,4
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2015	80,2
Mujeres	Primera etapa de educación secundaria y similar	De 20 a 24 años	2014	77,7
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2023	97,1
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2022	94,5
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2021	101,1
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2020	99,1
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2019	123
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2018	133,5
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2017	143,2
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2016	143,3
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2015	135
Mujeres	Primera etapa de educación secundaria y similar	De 25 a 29 años	2014	152,2
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2023	150,1
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2022	151,8
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2021	146,3
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2020	144,2
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2019	177,5
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2018	182,7
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2017	190,1
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2016	190,5
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2015	192,5
Mujeres	Primera etapa de educación secundaria y similar	De 30 a 34 años	2014	198,9
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2023	216,2
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2022	213,2
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2021	208,9
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2020	198,7
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2019	232,3
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2018	227,6
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2017	231,8
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2016	226,4
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2015	230,9
Mujeres	Primera etapa de educación secundaria y similar	De 35 a 39 años	2014	225,2
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2023	245,6
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2022	252,4
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2021	243
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2020	231,2
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2019	265
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2018	255,5
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2017	262,6
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2016	255,2
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2015	270,3
Mujeres	Primera etapa de educación secundaria y similar	De 40 a 44 años	2014	256,9
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2023	280,1
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2022	295,5
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2021	289,5
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2020	289,8
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2019	297,2
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2018	301
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2017	312,8
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2016	316,9
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2015	307,9
Mujeres	Primera etapa de educación secundaria y similar	De 45 a 49 años	2014	312,4
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2023	341,8
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2022	312,8
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2021	294
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2020	314,3
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2019	322
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2018	321,1
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2017	313,7
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2016	293
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2015	280,6
Mujeres	Primera etapa de educación secundaria y similar	De 50 a 54 años	2014	290,2
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2023	313,6
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2022	297,6
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2021	272,2
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2020	266,2
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2019	276,1
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2018	269,8
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2017	243,8
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2016	233,2
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2015	229,4
Mujeres	Primera etapa de educación secundaria y similar	De 55 a 59 años	2014	194,6
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2023	207,5
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2022	194,1
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2021	177,2
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2020	167,9
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2019	164,8
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2018	136,5
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2017	132,7
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2016	130,3
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2015	113,3
Mujeres	Primera etapa de educación secundaria y similar	De 60 a 64 años	2014	94,2
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2023	39,3
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2022	38,3
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2021	33,4
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2020	23,7
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2019	21,4
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2018	17,8
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2017	17
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2016	14,2
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2015	12,3
Mujeres	Primera etapa de educación secundaria y similar	De 65 a 69 años	2014	8,8
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2023	5,8
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2022	7,3
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2021	3,5
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2020	4,1
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2019	5,8
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2018	3,2
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2017	3,2
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2016	2,6
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2015	1,7
Mujeres	Primera etapa de educación secundaria y similar	70 y más años	2014	2,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2023	1.297,3
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2022	1.245,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2021	1.233,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2020	1.188,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2019	1.244,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2018	1.226
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2017	1.224,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2016	1.149,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2015	1.111,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	Total	2014	1.108,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2023	30,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2022	31,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2021	23,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2020	12,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2019	24
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2018	22,3
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2017	19
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2016	11,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2015	9,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2014	8,3
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2023	130,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2022	108,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2021	108,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2020	90
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2019	96
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2018	91,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2017	84,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2016	71,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2015	66,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2014	61,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2023	90,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2022	91,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2021	81,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2020	71,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2019	83,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2018	68,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2017	75,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2016	77,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2015	89,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2014	87,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2023	85,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2022	87
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2021	112,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2020	109,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2019	100,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2018	115,3
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2017	130,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2016	127,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2015	140,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 30 a 34 años	2014	141,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2023	121,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2022	125,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2021	124,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2020	137,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2019	167,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2018	173,3
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2017	181,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2016	166,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2015	167
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 35 a 39 años	2014	179,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2023	173,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2022	169,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2021	181,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2020	177,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2019	185,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2018	187,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2017	184,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2016	176
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2015	160,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 40 a 44 años	2014	168,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2023	192,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2022	189,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2021	171,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2020	180,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2019	190,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2018	185,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2017	182
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2016	175,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2015	164,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 45 a 49 años	2014	170,3
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2023	181,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2022	168,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2021	170
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2020	166,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2019	182
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2018	177,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2017	168,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2016	163
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2015	149,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 50 a 54 años	2014	143,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2023	158,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2022	160,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2021	151
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2020	151,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2019	132
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2018	126,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2017	125,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2016	116,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2015	109,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 55 a 59 años	2014	102,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2023	109,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2022	95
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2021	93
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2020	79,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2019	71,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2018	68,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2017	63,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2016	55,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2015	48,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 60 a 64 años	2014	40,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2023	21,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2022	15,7
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2021	15,2
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2020	9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2019	9,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2018	8,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2017	5,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2016	5,6
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2015	5,1
Mujeres	Segunda etapa de educación secundaria, con orientación general	De 65 a 69 años	2014	4,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2023	2,3
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2022	2,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2021	1,4
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2020	2,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2019	1,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2018	1,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2017	2,9
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2016	1,5
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2015	0,8
Mujeres	Segunda etapa de educación secundaria, con orientación general	70 y más años	2014	0,9
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2023	996,7
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2022	947,4
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2021	942,9
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2020	906
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2019	928,6
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2018	916,9
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2017	829,9
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2016	839,4
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2015	804,5
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	Total	2014	745,6
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2023	11
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2022	11,6
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2021	9,1
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2020	6,2
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2019	7,4
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2018	6,7
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2017	4,5
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2016	5,4
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2015	4,3
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 16 a 19 años	2014	3,7
Mujeres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	De 20 a 24 años	2023	56,2
