Comunidades y Ciudades Autónomas	Sectores de actividad	Tipo de indicador	Componentes del coste	Periodo	Total
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2014	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2013	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2012	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2011	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2010	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2009	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2008	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2023	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2022	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2021	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2020	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2019	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2018	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2017	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2016	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2015	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2014	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2013	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2012	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2011	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2010	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2009	..
17 Rioja, La	Industria	Porcentaje sobre el coste total bruto	Coste total neto	2008	..
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2023	35.792
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2022	33.514,57
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2021	32.459,1
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2020	30.483,09
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2019	31.517,5
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2018	31.862,58
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2017	30.743,26
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2016	31.368,39
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2015	33.914,75
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2014	33.970,25
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2013	31.233,09
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2012	32.677,2
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2011	32.954,01
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2010	31.790,79
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2009	30.615,35
17 Rioja, La	Construcción	Valor absoluto	Coste total bruto	2008	28.686,25
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2023	25.321,95
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2022	23.973,24
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2021	22.999,39
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2020	21.430,73
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2019	22.436,66
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2018	22.421,99
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2017	22.096,18
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2016	22.266,49
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2015	24.054,08
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2014	23.793,42
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2013	21.922,73
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2012	22.862,75
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2011	23.569,59
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2010	22.708,05
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2009	21.991,92
17 Rioja, La	Construcción	Valor absoluto	Sueldos y salarios	2008	20.042,85
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2023	9.846,78
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2022	9.047,82
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2021	8.861,76
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2020	8.425,68
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2019	8.519,4
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2018	8.319,84
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2017	8.211,42
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2016	8.336,97
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2015	8.887,35
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2014	8.715,69
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2013	8.023,17
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2012	8.005,32
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2011	7.841,43
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2010	7.666,05
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2009	7.666,92
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones obligatorias	2008	7.378,38
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2023	185,39
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2022	140,88
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2021	107,01
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2020	104,71
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2019	106,2
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2018	137,14
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2017	113,68
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2016	149,87
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2015	130,62
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2014	151,13
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2013	182,7
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2012	235,45
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2011	233,43
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2010	193,81
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2009	200,55
17 Rioja, La	Construcción	Valor absoluto	Cotizaciones voluntarias	2008	213,96
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2023	180,34
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2022	137,36
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2021	156,2
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2020	105,79
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2019	79,4
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2018	97,2
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2017	10,82
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2016	10,81
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2015	91,35
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2014	80,31
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2013	81,62
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2012	102,46
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2011	93,61
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2010	108,51
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2009	91,62
17 Rioja, La	Construcción	Valor absoluto	Prestaciones sociales directas	2008	102,25
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2023	144,75
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2022	73,47
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2021	144,81
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2020	38,07
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2019	42,18
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2018	376,29
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2017	50,28
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2016	335,31
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2015	199,44
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2014	281,64
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2013	511,02
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2012	1.019,79
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2011	787,86
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2010	696,21
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2009	316,08
17 Rioja, La	Construcción	Valor absoluto	Indemnizaciones por despido	2008	599,07
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2023	75,99
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2022	42,96
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2021	52,95
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2020	63,99
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2019	47,07
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2018	45,76
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2017	35,6
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2016	62,38
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2015	67,77
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2014	57,74
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2013	46,38
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2012	50,97
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2011	61,02
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2010	40,86
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2009	36,82
17 Rioja, La	Construcción	Valor absoluto	Gastos en formación profesional	2008	19,7
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2023	11,38
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2022	24,01
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2021	0,03
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2020	9,01
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2019	2,13
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2018	37
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2017	7,9
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2016	1,05
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2015	6,8
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2014	6,37
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2013	29,07
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2012	15,52
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2011	40,65
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2010	14,23
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2009	1,31
17 Rioja, La	Construcción	Valor absoluto	Gastos en transporte	2008	8,97
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2023	3,22
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2022	0,23
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2021	0,39
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2020	0,33
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2019	0
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2018	0,11
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2017	1,03
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2016	1,47
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2015	1,35
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2014	7,05
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2013	15,95
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2012	0,38
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2011	9,53
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2010	7,52
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2009	2,48
17 Rioja, La	Construcción	Valor absoluto	Gastos de carácter social	2008	1,56
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2023	22,2
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2022	74,6
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2021	136,56
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2020	304,78
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2019	284,46
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2018	427,25
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2017	216,35
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2016	204,04
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2015	475,99
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2014	876,9
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2013	420,45
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2012	384,56
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2011	316,89
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2010	355,55
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2009	307,65
17 Rioja, La	Construcción	Valor absoluto	Resto de costes	2008	319,51
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2023	122,33
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2022	166,66
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2021	101,75
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2020	99,39
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2019	73,92
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2018	92,3
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2017	100,06
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2016	176,14
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2015	163,94
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2014	169,5
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2013	148,56
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2012	179,36
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2011	213,89
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2010	222,78
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2009	201,06
17 Rioja, La	Construcción	Valor absoluto	Subvenciones y deducciones	2008	245,6
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2023	35.669,67
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2022	33.347,91
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2021	32.357,35
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2020	30.383,7
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2019	31.443,58
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2018	31.770,28
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2017	30.643,2
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2016	31.192,25
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2015	33.750,81
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2014	33.800,75
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2013	31.084,53
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2012	32.497,84
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2011	32.740,12
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2010	31.568,01
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2009	30.414,29
17 Rioja, La	Construcción	Valor absoluto	Coste total neto	2008	28.440,65
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2023	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2022	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2021	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2020	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2019	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2018	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2017	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2016	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2015	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2014	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2013	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2012	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2011	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2010	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2009	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Coste total bruto	2008	100
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2023	70,75
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2022	71,53
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2021	70,86
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2020	70,3
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2019	71,19
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2018	70,37
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2017	71,87
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2016	70,98
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2015	70,93
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2014	70,04
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2013	70,19
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2012	69,97
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2011	71,52
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2010	71,43
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2009	71,83
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Sueldos y salarios	2008	69,87
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2023	27,51
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2022	27
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2021	27,3
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2020	27,64
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2019	27,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2018	26,11
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2017	26,71
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2016	26,58
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2015	26,2
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2014	25,66
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2013	25,69
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2012	24,5
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2011	23,8
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2010	24,11
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2009	25,04
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones obligatorias	2008	25,72
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2023	0,52
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2022	0,42
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2021	0,33
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2020	0,34
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2019	0,34
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2018	0,43
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2017	0,37
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2016	0,48
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2015	0,39
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2014	0,44
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2013	0,58
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2012	0,72
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2011	0,71
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2010	0,61
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2009	0,66
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Cotizaciones voluntarias	2008	0,75
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2023	0,5
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2022	0,41
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2021	0,48
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2020	0,35
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2019	0,25
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2018	0,31
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2017	0,04
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2016	0,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2015	0,27
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2014	0,24
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2013	0,26
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2012	0,31
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2011	0,28
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2010	0,34
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2009	0,3
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Prestaciones sociales directas	2008	0,36
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2023	0,4
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2022	0,22
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2021	0,45
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2020	0,12
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2019	0,13
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2018	1,18
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2017	0,16
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2016	1,07
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2015	0,59
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2014	0,83
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2013	1,64
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2012	3,12
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2011	2,39
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2010	2,19
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2009	1,03
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Indemnizaciones por despido	2008	2,09
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2023	0,21
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2022	0,13
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2021	0,16
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2020	0,21
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2019	0,15
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2018	0,14
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2017	0,12
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2016	0,2
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2015	0,2
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2014	0,17
17 Rioja, La	Construcción	Porcentaje sobre el coste total bruto	Gastos en formación profesional	2013	0,15
