Sexo	Tipo de contrato o relación laboral	Edad	Periodo	Total
Mujeres	Temporal: En periodo de prueba	De 20 a 24 años	2011	4,5
Mujeres	Temporal: En periodo de prueba	De 20 a 24 años	2010	5,3
Mujeres	Temporal: En periodo de prueba	De 20 a 24 años	2009	5,2
Mujeres	Temporal: En periodo de prueba	De 20 a 24 años	2008	8
Mujeres	Temporal: En periodo de prueba	De 20 a 24 años	2007	9,9
Mujeres	Temporal: En periodo de prueba	De 20 a 24 años	2006	7,9
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2023	3,2
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2022	4,7
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2021	3,8
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2020	4,8
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2019	4,3
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2018	2,9
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2017	3,8
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2016	3,1
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2015	2,9
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2014	3,6
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2013	3
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2012	3,7
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2011	3,4
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2010	3,6
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2009	5
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2008	7,1
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2007	10,9
Mujeres	Temporal: En periodo de prueba	De 25 a 29 años	2006	8,3
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2023	5,8
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2022	5,8
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2021	6,7
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2020	4,8
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2019	7,2
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2018	7,6
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2017	5,5
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2016	7,4
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2015	3,9
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2014	7
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2013	3,3
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2012	4,3
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2011	5,8
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2010	5,5
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2009	6,3
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2008	11,9
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2007	13,9
Mujeres	Temporal: En periodo de prueba	De 30 a 39 años	2006	11,1
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2023	7,6
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2022	6,4
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2021	4,4
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2020	3,2
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2019	4,6
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2018	3,4
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2017	3,6
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2016	4,5
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2015	2,5
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2014	1,7
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2013	3,3
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2012	3,2
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2011	2,1
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2010	2,8
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2009	3
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2008	4,3
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2007	5,9
Mujeres	Temporal: En periodo de prueba	De 40 a 49 años	2006	4,8
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2023	3,1
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2022	1,9
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2021	1,8
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2020	1,1
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2019	1,6
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2018	2,1
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2017	1,6
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2016	1,7
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2015	1
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2014	0,7
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2013	0,8
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2012	1,3
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2011	1,6
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2010	0,7
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2009	0,7
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2008	1,4
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2007	2,4
Mujeres	Temporal: En periodo de prueba	De 50 a 59 años	2006	1,4
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2023	0,3
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2022	0,3
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2021	0,1
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2020	0,3
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2019	0,3
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2018	0
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2017	0,2
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2016	0,2
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2015	0,3
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2014	..
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2013	..
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2012	0,1
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2011	..
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2010	0,2
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2009	0,1
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2008	0,4
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2007	0,3
Mujeres	Temporal: En periodo de prueba	De 60 a 69 años	2006	0,3
Mujeres	Temporal: En periodo de prueba	70 y más años	2023	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2022	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2021	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2020	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2019	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2018	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2017	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2016	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2015	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2014	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2013	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2012	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2011	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2010	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2009	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2008	..
Mujeres	Temporal: En periodo de prueba	70 y más años	2007	0,2
Mujeres	Temporal: En periodo de prueba	70 y más años	2006	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2023	527,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2022	524,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2021	467,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2020	402,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2019	418,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2018	407,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2017	376,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2016	350,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2015	311,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2014	277,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2013	255,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2012	285,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2011	322,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2010	312,9
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2009	323,9
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2008	340,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2007	314,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	Total	2006	312,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2023	4,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2022	3,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2021	2,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2020	2,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2019	3,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2018	1,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2017	2,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2016	2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2015	1,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2014	0,9
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2013	0,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2012	1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2011	3,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2010	3,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2009	3,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2008	4,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2007	3,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 16 a 19 años	2006	7,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2023	35,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2022	34
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2021	31,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2020	26,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2019	27,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2018	25,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2017	24,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2016	20,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2015	17,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2014	14,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2013	16,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2012	22,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2011	28,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2010	28,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2009	31
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2008	29,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2007	31,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 20 a 24 años	2006	30,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2023	57,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2022	66,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2021	59,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2020	51
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2019	55,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2018	56,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2017	53,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2016	46,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2015	43,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2014	43,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2013	41,9
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2012	47,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2011	56,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2010	57,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2009	58,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2008	62,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2007	55,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 25 a 29 años	2006	56,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2023	156,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2022	140
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2021	123,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2020	108,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2019	123,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2018	118,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2017	110,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2016	117,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2015	107,9
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2014	93,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2013	90,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2012	106,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2011	111,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2010	109,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2009	118,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2008	118,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2007	109,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 30 a 39 años	2006	110,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2023	144,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2022	153,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2021	142,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2020	117,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2019	116,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2018	119,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2017	114,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2016	101,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2015	85,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2014	78,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2013	65,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2012	68,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2011	86
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2010	79,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2009	80,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2008	90
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2007	82,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 40 a 49 años	2006	80,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2023	99,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2022	105,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2021	85,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2020	82,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2019	78,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2018	72,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2017	61,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2016	53,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2015	49,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2014	43,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2013	36,6
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2012	36,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2011	31,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2010	30,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2009	28,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2008	32,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2007	29,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 50 a 59 años	2006	24
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2023	29,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2022	22,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2021	22,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2020	15,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2019	14,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2018	13,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2017	10,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2016	9,9
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2015	6,5
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2014	3,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2013	3,8
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2012	4,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2011	4,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2010	3,7
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2009	2,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2008	3,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2007	3,4
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	De 60 a 69 años	2006	3,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2023	0,3
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2022	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2021	0,2
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2020	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2019	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2018	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2017	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2016	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2015	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2014	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2013	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2012	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2011	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2010	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2009	..
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2008	0,1
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2007	0
Mujeres	Temporal: Cubre la ausencia total o parcial de otro trabajador	70 y más años	2006	..
Mujeres	Temporal: Para obra o servicio determinado	Total	2023	251,1
Mujeres	Temporal: Para obra o servicio determinado	Total	2022	415,3
Mujeres	Temporal: Para obra o servicio determinado	Total	2021	664,7
Mujeres	Temporal: Para obra o servicio determinado	Total	2020	650,2
Mujeres	Temporal: Para obra o servicio determinado	Total	2019	679,7
Mujeres	Temporal: Para obra o servicio determinado	Total	2018	691,8
Mujeres	Temporal: Para obra o servicio determinado	Total	2017	718
Mujeres	Temporal: Para obra o servicio determinado	Total	2016	677,8
Mujeres	Temporal: Para obra o servicio determinado	Total	2015	616,1
Mujeres	Temporal: Para obra o servicio determinado	Total	2014	546,9
Mujeres	Temporal: Para obra o servicio determinado	Total	2013	530,5
Mujeres	Temporal: Para obra o servicio determinado	Total	2012	552,3
Mujeres	Temporal: Para obra o servicio determinado	Total	2011	601,2
Mujeres	Temporal: Para obra o servicio determinado	Total	2010	586,7
Mujeres	Temporal: Para obra o servicio determinado	Total	2009	590,8
Mujeres	Temporal: Para obra o servicio determinado	Total	2008	640,8
Mujeres	Temporal: Para obra o servicio determinado	Total	2007	623,6
Mujeres	Temporal: Para obra o servicio determinado	Total	2006	609,9
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2023	8,4
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2022	11,7
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2021	14,3
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2020	9
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2019	14,9
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2018	14,2
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2017	12,9
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2016	10,9
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2015	8,5
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2014	6,7
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2013	6,3
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2012	8,2
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2011	10
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2010	10,6
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2009	10,9
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2008	18,4
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2007	21,7
Mujeres	Temporal: Para obra o servicio determinado	De 16 a 19 años	2006	16,9
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2023	37,2
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2022	55,9
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2021	80,2
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2020	75
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2019	81,6
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2018	86,4
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2017	92,6
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2016	78,2
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2015	74,5
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2014	64,9
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2013	58,4
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2012	64,2
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2011	73,6
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2010	79,7
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2009	88,6
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2008	97,1
Mujeres	Temporal: Para obra o servicio determinado	De 20 a 24 años	2007	96,1
