Sexo	Edad	Nivel de formación alcanzado	Periodo	Total
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	198,4
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	218
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	259,9
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	279,4
Mujeres	Total	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	293,2
Mujeres	Total	Educación superior	2023	480,5
Mujeres	Total	Educación superior	2022	482,9
Mujeres	Total	Educación superior	2021	550,5
Mujeres	Total	Educación superior	2020	582,8
Mujeres	Total	Educación superior	2019	483,9
Mujeres	Total	Educación superior	2018	481,5
Mujeres	Total	Educación superior	2017	535
Mujeres	Total	Educación superior	2016	608,3
Mujeres	Total	Educación superior	2015	674,3
Mujeres	Total	Educación superior	2014	716,5
Mujeres	De 16 a 19 años	Total	2023	54,4
Mujeres	De 16 a 19 años	Total	2022	56,3
Mujeres	De 16 a 19 años	Total	2021	59,3
Mujeres	De 16 a 19 años	Total	2020	55,2
Mujeres	De 16 a 19 años	Total	2019	56,7
Mujeres	De 16 a 19 años	Total	2018	57,4
Mujeres	De 16 a 19 años	Total	2017	59
Mujeres	De 16 a 19 años	Total	2016	62,7
Mujeres	De 16 a 19 años	Total	2015	77,1
Mujeres	De 16 a 19 años	Total	2014	79,7
Mujeres	De 16 a 19 años	Analfabetos	2023	..
Mujeres	De 16 a 19 años	Analfabetos	2022	..
Mujeres	De 16 a 19 años	Analfabetos	2021	..
Mujeres	De 16 a 19 años	Analfabetos	2020	0
Mujeres	De 16 a 19 años	Analfabetos	2019	0
Mujeres	De 16 a 19 años	Analfabetos	2018	0
Mujeres	De 16 a 19 años	Analfabetos	2017	0
Mujeres	De 16 a 19 años	Analfabetos	2016	0
Mujeres	De 16 a 19 años	Analfabetos	2015	0
Mujeres	De 16 a 19 años	Analfabetos	2014	0
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2023	..
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2022	0,1
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2021	0,4
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2020	0,9
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2019	0
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2018	0,2
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2017	0,1
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2016	0,3
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2015	0,2
Mujeres	De 16 a 19 años	Estudios primarios incompletos	2014	0,1
Mujeres	De 16 a 19 años	Educación primaria	2023	4,7
Mujeres	De 16 a 19 años	Educación primaria	2022	4,8
Mujeres	De 16 a 19 años	Educación primaria	2021	3,7
Mujeres	De 16 a 19 años	Educación primaria	2020	4,5
Mujeres	De 16 a 19 años	Educación primaria	2019	5,5
Mujeres	De 16 a 19 años	Educación primaria	2018	6,1
Mujeres	De 16 a 19 años	Educación primaria	2017	7,1
Mujeres	De 16 a 19 años	Educación primaria	2016	7,3
Mujeres	De 16 a 19 años	Educación primaria	2015	8,3
Mujeres	De 16 a 19 años	Educación primaria	2014	7,5
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2023	21,9
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2022	29,1
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2021	30,1
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2020	27,4
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2019	28,4
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2018	29,4
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2017	34
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2016	36
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2015	42,4
Mujeres	De 16 a 19 años	Primera etapa de educación secundaria y similar	2014	50,2
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2023	20
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2022	15,2
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2021	18,3
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2020	15,9
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2019	15,1
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2018	15,3
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2017	12,7
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2016	12,8
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2015	16,4
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria, con orientación general	2014	15,4
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	7,6
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	6,4
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	6,3
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	6,4
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	7
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	5,8
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	4,6
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	5,5
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	8,4
Mujeres	De 16 a 19 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	6,3
Mujeres	De 16 a 19 años	Educación superior	2023	0,1
Mujeres	De 16 a 19 años	Educación superior	2022	0,7
Mujeres	De 16 a 19 años	Educación superior	2021	0,5
Mujeres	De 16 a 19 años	Educación superior	2020	0,2
Mujeres	De 16 a 19 años	Educación superior	2019	0,8
Mujeres	De 16 a 19 años	Educación superior	2018	0,6
Mujeres	De 16 a 19 años	Educación superior	2017	0,6
Mujeres	De 16 a 19 años	Educación superior	2016	0,8
Mujeres	De 16 a 19 años	Educación superior	2015	1,5
Mujeres	De 16 a 19 años	Educación superior	2014	0,2
Mujeres	De 20 a 24 años	Total	2023	165,1
Mujeres	De 20 a 24 años	Total	2022	170,1
Mujeres	De 20 a 24 años	Total	2021	192,2
Mujeres	De 20 a 24 años	Total	2020	198,9
Mujeres	De 20 a 24 años	Total	2019	183,8
Mujeres	De 20 a 24 años	Total	2018	171,2
Mujeres	De 20 a 24 años	Total	2017	199,8
Mujeres	De 20 a 24 años	Total	2016	243,1
Mujeres	De 20 a 24 años	Total	2015	269,6
Mujeres	De 20 a 24 años	Total	2014	314,5
Mujeres	De 20 a 24 años	Analfabetos	2023	..
Mujeres	De 20 a 24 años	Analfabetos	2022	..
Mujeres	De 20 a 24 años	Analfabetos	2021	0,1
Mujeres	De 20 a 24 años	Analfabetos	2020	0,2
Mujeres	De 20 a 24 años	Analfabetos	2019	0
Mujeres	De 20 a 24 años	Analfabetos	2018	0
Mujeres	De 20 a 24 años	Analfabetos	2017	0
Mujeres	De 20 a 24 años	Analfabetos	2016	0,8
Mujeres	De 20 a 24 años	Analfabetos	2015	0,1
Mujeres	De 20 a 24 años	Analfabetos	2014	0
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2023	0,1
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2022	0,2
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2021	0,4
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2020	1,1
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2019	0,3
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2018	1,1
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2017	0,4
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2016	1,1
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2015	0,7
Mujeres	De 20 a 24 años	Estudios primarios incompletos	2014	2,3
Mujeres	De 20 a 24 años	Educación primaria	2023	6,8
Mujeres	De 20 a 24 años	Educación primaria	2022	6
Mujeres	De 20 a 24 años	Educación primaria	2021	7,1
Mujeres	De 20 a 24 años	Educación primaria	2020	9,5
Mujeres	De 20 a 24 años	Educación primaria	2019	8,6
Mujeres	De 20 a 24 años	Educación primaria	2018	10,1
Mujeres	De 20 a 24 años	Educación primaria	2017	9,5
Mujeres	De 20 a 24 años	Educación primaria	2016	15,1
Mujeres	De 20 a 24 años	Educación primaria	2015	18,6
Mujeres	De 20 a 24 años	Educación primaria	2014	25,2
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2023	45,5
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2022	48,4
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2021	51,9
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2020	48,7
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2019	54,8
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2018	57,6
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2017	63,8
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2016	75,5
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2015	88,6
Mujeres	De 20 a 24 años	Primera etapa de educación secundaria y similar	2014	107,3
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2023	39,6
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2022	37,2
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2021	49,5
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2020	45,2
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2019	42
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2018	36,8
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2017	41,1
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2016	47,8
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2015	47,7
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria, con orientación general	2014	54,9
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	22,9
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	24,1
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	29,1
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	28,8
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	30,2
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	24,8
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	30,8
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	37,1
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	47,5
Mujeres	De 20 a 24 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	47,4
Mujeres	De 20 a 24 años	Educación superior	2023	50,3
Mujeres	De 20 a 24 años	Educación superior	2022	54,2
Mujeres	De 20 a 24 años	Educación superior	2021	54
Mujeres	De 20 a 24 años	Educación superior	2020	65,4
Mujeres	De 20 a 24 años	Educación superior	2019	48
Mujeres	De 20 a 24 años	Educación superior	2018	40,8
Mujeres	De 20 a 24 años	Educación superior	2017	54,2
Mujeres	De 20 a 24 años	Educación superior	2016	65,8
Mujeres	De 20 a 24 años	Educación superior	2015	66,3
Mujeres	De 20 a 24 años	Educación superior	2014	77,3
Mujeres	De 25 a 29 años	Total	2023	170,8
Mujeres	De 25 a 29 años	Total	2022	177,5
Mujeres	De 25 a 29 años	Total	2021	223,5
Mujeres	De 25 a 29 años	Total	2020	238,9
Mujeres	De 25 a 29 años	Total	2019	192,4
Mujeres	De 25 a 29 años	Total	2018	217,2
Mujeres	De 25 a 29 años	Total	2017	247,9
Mujeres	De 25 a 29 años	Total	2016	276,7
Mujeres	De 25 a 29 años	Total	2015	301,8
Mujeres	De 25 a 29 años	Total	2014	339,3
Mujeres	De 25 a 29 años	Analfabetos	2023	0,1
Mujeres	De 25 a 29 años	Analfabetos	2022	..
Mujeres	De 25 a 29 años	Analfabetos	2021	..
Mujeres	De 25 a 29 años	Analfabetos	2020	0,3
Mujeres	De 25 a 29 años	Analfabetos	2019	0,3
Mujeres	De 25 a 29 años	Analfabetos	2018	0,4
Mujeres	De 25 a 29 años	Analfabetos	2017	0,9
Mujeres	De 25 a 29 años	Analfabetos	2016	1,5
Mujeres	De 25 a 29 años	Analfabetos	2015	2,1
Mujeres	De 25 a 29 años	Analfabetos	2014	1,2
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2023	0,4
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2022	0,6
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2021	1,4
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2020	2,4
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2019	1
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2018	0,7
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2017	1,7
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2016	1,4
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2015	3,3
Mujeres	De 25 a 29 años	Estudios primarios incompletos	2014	4,9
Mujeres	De 25 a 29 años	Educación primaria	2023	8,8
Mujeres	De 25 a 29 años	Educación primaria	2022	9,4
Mujeres	De 25 a 29 años	Educación primaria	2021	12
Mujeres	De 25 a 29 años	Educación primaria	2020	12,3
Mujeres	De 25 a 29 años	Educación primaria	2019	11
Mujeres	De 25 a 29 años	Educación primaria	2018	13,1
Mujeres	De 25 a 29 años	Educación primaria	2017	19,7
Mujeres	De 25 a 29 años	Educación primaria	2016	22
Mujeres	De 25 a 29 años	Educación primaria	2015	24,5
Mujeres	De 25 a 29 años	Educación primaria	2014	23,8
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2023	42,7
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2022	43,5
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2021	57,2
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2020	58,3
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2019	49,6
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2018	65,9
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2017	76,4
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2016	81,8
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2015	92,3
Mujeres	De 25 a 29 años	Primera etapa de educación secundaria y similar	2014	101,2
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2023	26
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2022	18
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2021	31,1
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2020	31,1
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2019	18,7
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2018	22
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2017	25,8
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2016	27,1
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2015	34
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria, con orientación general	2014	37,9
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	15,5
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	22,2
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	24
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	25,9
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	26,8
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	26,8
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	29,4
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	39
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	34,9
Mujeres	De 25 a 29 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	37,8
Mujeres	De 25 a 29 años	Educación superior	2023	77,4
Mujeres	De 25 a 29 años	Educación superior	2022	83,8
Mujeres	De 25 a 29 años	Educación superior	2021	97,9
Mujeres	De 25 a 29 años	Educación superior	2020	108,6
Mujeres	De 25 a 29 años	Educación superior	2019	84,9
Mujeres	De 25 a 29 años	Educación superior	2018	88,2
Mujeres	De 25 a 29 años	Educación superior	2017	94
Mujeres	De 25 a 29 años	Educación superior	2016	104
Mujeres	De 25 a 29 años	Educación superior	2015	110,8
Mujeres	De 25 a 29 años	Educación superior	2014	132,6
Mujeres	De 30 a 44 años	Total	2023	509,5
Mujeres	De 30 a 44 años	Total	2022	545,4
Mujeres	De 30 a 44 años	Total	2021	614,4
Mujeres	De 30 a 44 años	Total	2020	676
Mujeres	De 30 a 44 años	Total	2019	619,1
Mujeres	De 30 a 44 años	Total	2018	668,4
Mujeres	De 30 a 44 años	Total	2017	764,2
Mujeres	De 30 a 44 años	Total	2016	882,2
Mujeres	De 30 a 44 años	Total	2015	999,2
Mujeres	De 30 a 44 años	Total	2014	1.109,1
Mujeres	De 30 a 44 años	Analfabetos	2023	3,6
Mujeres	De 30 a 44 años	Analfabetos	2022	5,7
Mujeres	De 30 a 44 años	Analfabetos	2021	6,9
Mujeres	De 30 a 44 años	Analfabetos	2020	7,7
Mujeres	De 30 a 44 años	Analfabetos	2019	4,8
Mujeres	De 30 a 44 años	Analfabetos	2018	4,4
Mujeres	De 30 a 44 años	Analfabetos	2017	5,6
Mujeres	De 30 a 44 años	Analfabetos	2016	8,2
Mujeres	De 30 a 44 años	Analfabetos	2015	9,7
Mujeres	De 30 a 44 años	Analfabetos	2014	8,1
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2023	7,3
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2022	9
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2021	7,9
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2020	9,9
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2019	12
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2018	10,3
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2017	9,5
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2016	10,8
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2015	15,7
Mujeres	De 30 a 44 años	Estudios primarios incompletos	2014	16,8
Mujeres	De 30 a 44 años	Educación primaria	2023	36,3
Mujeres	De 30 a 44 años	Educación primaria	2022	36,6
Mujeres	De 30 a 44 años	Educación primaria	2021	29,1
Mujeres	De 30 a 44 años	Educación primaria	2020	40,3
Mujeres	De 30 a 44 años	Educación primaria	2019	40,8
Mujeres	De 30 a 44 años	Educación primaria	2018	43,5
Mujeres	De 30 a 44 años	Educación primaria	2017	49,5
Mujeres	De 30 a 44 años	Educación primaria	2016	53,3
Mujeres	De 30 a 44 años	Educación primaria	2015	57,6
Mujeres	De 30 a 44 años	Educación primaria	2014	71,5
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2023	162,3
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2022	168,1
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2021	196,4
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2020	197,3
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2019	200,3
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2018	222,3
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2017	258,8
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2016	296,6
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2015	326,8
Mujeres	De 30 a 44 años	Primera etapa de educación secundaria y similar	2014	360,1
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2023	60,1
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2022	86,7
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2021	86,3
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2020	103,7
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2019	94,7
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2018	103,2
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2017	116,5
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2016	129,2
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2015	134,5
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria, con orientación general	2014	161
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	59,1
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	65,1
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	74,5
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	72,7
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	64,7
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	69,5
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	77,5
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	95,7
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	104,9
Mujeres	De 30 a 44 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	120
Mujeres	De 30 a 44 años	Educación superior	2023	180,8
Mujeres	De 30 a 44 años	Educación superior	2022	174,1
Mujeres	De 30 a 44 años	Educación superior	2021	213,2
Mujeres	De 30 a 44 años	Educación superior	2020	244,5
Mujeres	De 30 a 44 años	Educación superior	2019	201,7
Mujeres	De 30 a 44 años	Educación superior	2018	215,3
Mujeres	De 30 a 44 años	Educación superior	2017	246,8
Mujeres	De 30 a 44 años	Educación superior	2016	288,4
Mujeres	De 30 a 44 años	Educación superior	2015	350
Mujeres	De 30 a 44 años	Educación superior	2014	371,7
Mujeres	De 45 a 54 años	Total	2023	385,8
Mujeres	De 45 a 54 años	Total	2022	421,5
Mujeres	De 45 a 54 años	Total	2021	449,3
Mujeres	De 45 a 54 años	Total	2020	427,1
Mujeres	De 45 a 54 años	Total	2019	424,7
Mujeres	De 45 a 54 años	Total	2018	443,2
Mujeres	De 45 a 54 años	Total	2017	491,4
Mujeres	De 45 a 54 años	Total	2016	540,3
Mujeres	De 45 a 54 años	Total	2015	585,1
Mujeres	De 45 a 54 años	Total	2014	596,3
Mujeres	De 45 a 54 años	Analfabetos	2023	4,1
Mujeres	De 45 a 54 años	Analfabetos	2022	6,7
Mujeres	De 45 a 54 años	Analfabetos	2021	6,5
Mujeres	De 45 a 54 años	Analfabetos	2020	3,4
Mujeres	De 45 a 54 años	Analfabetos	2019	4,1
Mujeres	De 45 a 54 años	Analfabetos	2018	3,1
Mujeres	De 45 a 54 años	Analfabetos	2017	5,5
Mujeres	De 45 a 54 años	Analfabetos	2016	6,6
Mujeres	De 45 a 54 años	Analfabetos	2015	5,4
Mujeres	De 45 a 54 años	Analfabetos	2014	8,4
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2023	9,8
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2022	8,3
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2021	7,7
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2020	7
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2019	8,1
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2018	11,6
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2017	12,5
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2016	16,2
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2015	15,8
Mujeres	De 45 a 54 años	Estudios primarios incompletos	2014	21
Mujeres	De 45 a 54 años	Educación primaria	2023	26,4
Mujeres	De 45 a 54 años	Educación primaria	2022	30,2
Mujeres	De 45 a 54 años	Educación primaria	2021	32,2
Mujeres	De 45 a 54 años	Educación primaria	2020	33,4
Mujeres	De 45 a 54 años	Educación primaria	2019	35
Mujeres	De 45 a 54 años	Educación primaria	2018	37,8
Mujeres	De 45 a 54 años	Educación primaria	2017	41,8
Mujeres	De 45 a 54 años	Educación primaria	2016	52,3
Mujeres	De 45 a 54 años	Educación primaria	2015	61,8
Mujeres	De 45 a 54 años	Educación primaria	2014	66,5
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2023	138,4
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2022	160,7
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2021	167,9
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2020	157,6
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2019	175,2
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2018	183,2
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2017	207,5
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2016	228,5
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2015	247,8
Mujeres	De 45 a 54 años	Primera etapa de educación secundaria y similar	2014	245,2
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2023	52,4
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2022	61,2
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2021	62,4
