Rama de actividad - CNAE2009	Sexo	Tipo de dato	Periodo	Total
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2017	0,4
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2016	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2015	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2014	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2013	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2012	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2011	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2010	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2009	0,3
90 Actividades de creación, artísticas y espectáculos	Ambos sexos	Porcentaje	2008	0,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2023	51,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2022	52,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2021	44
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2020	41,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2019	50,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2018	46,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2017	49,6
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2016	43,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2015	36,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2014	37,7
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2013	36,2
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2012	41,9
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2011	38,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2010	35,7
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2009	42,1
90 Actividades de creación, artísticas y espectáculos	Hombres	Valor absoluto	2008	39
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2023	0,5
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2022	0,5
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2021	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2020	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2019	0,5
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2018	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2017	0,5
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2016	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2015	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2014	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2013	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2012	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2011	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2010	0,3
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2009	0,4
90 Actividades de creación, artísticas y espectáculos	Hombres	Porcentaje	2008	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2023	21,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2022	25,1
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2021	19,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2020	24,1
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2019	25,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2018	22,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2017	23,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2016	19,1
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2015	22
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2014	20,7
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2013	19,5
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2012	16,7
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2011	14,7
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2010	21,6
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2009	18,5
90 Actividades de creación, artísticas y espectáculos	Mujeres	Valor absoluto	2008	21
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2023	0,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2022	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2021	0,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2020	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2019	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2018	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2017	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2016	0,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2015	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2014	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2013	0,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2012	0,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2011	0,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2010	0,3
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2009	0,2
90 Actividades de creación, artísticas y espectáculos	Mujeres	Porcentaje	2008	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2023	37,4
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2022	37,7
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2021	37,6
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2020	39,6
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2019	40,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2018	44,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2017	37,5
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2016	34,8
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2015	41
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2014	38,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2013	33,7
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2012	34,5
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2011	39
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2010	42,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2009	34,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Valor absoluto	2008	39,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2023	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2022	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2021	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2020	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2019	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2018	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2017	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2016	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2015	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2014	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2013	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2012	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2011	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2010	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2009	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Ambos sexos	Porcentaje	2008	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2023	10,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2022	12,5
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2021	10,6
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2020	14,8
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2019	16,4
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2018	14,8
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2017	13,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2016	13,8
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2015	17,5
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2014	13,8
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2013	9,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2012	8,4
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2011	11,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2010	15
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2009	13,5
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Valor absoluto	2008	15,7
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2023	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2022	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2021	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2020	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2019	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2018	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2017	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2016	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2015	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2014	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2013	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2012	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2011	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2010	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2009	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Hombres	Porcentaje	2008	0,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2023	27
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2022	25,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2021	27
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2020	24,7
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2019	23,9
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2018	29,4
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2017	24,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2016	21
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2015	23,6
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2014	24,4
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2013	24,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2012	26,1
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2011	27,8
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2010	27,4
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2009	20,8
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Valor absoluto	2008	23,4
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2023	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2022	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2021	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2020	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2019	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2018	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2017	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2016	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2015	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2014	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2013	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2012	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2011	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2010	0,3
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2009	0,2
91 Actividades de bibliotecas, archivos, museos y otras actividades culturales	Mujeres	Porcentaje	2008	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2023	60,4
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2022	64,1
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2021	62
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2020	66,6
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2019	67,2
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2018	65,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2017	68,7
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2016	71,6
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2015	70,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2014	58,8
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2013	48
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2012	50
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2011	66,6
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2010	74,1
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2009	61,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Valor absoluto	2008	60,8
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2023	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2022	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2021	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2020	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2019	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2018	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2017	0,4
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2016	0,4
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2015	0,4
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2014	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2013	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2012	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2011	0,4
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2010	0,4
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2009	0,3
92 Actividades de juegos de azar y apuestas	Ambos sexos	Porcentaje	2008	0,3
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2023	37,5
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2022	40,3
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2021	37,6
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2020	37,1
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2019	38,2
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2018	35,7
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2017	36,3
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2016	41,1
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2015	41,9
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2014	32,5
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2013	25,2
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2012	26,6
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2011	39,3
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2010	40,4
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2009	29,5
92 Actividades de juegos de azar y apuestas	Hombres	Valor absoluto	2008	30,2
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2023	0,3
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2022	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2021	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2020	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2019	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2018	0,3
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2017	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2016	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2015	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2014	0,3
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2013	0,3
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2012	0,3
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2011	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2010	0,4
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2009	0,3
92 Actividades de juegos de azar y apuestas	Hombres	Porcentaje	2008	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2023	22,9
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2022	23,8
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2021	24,3
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2020	29,5
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2019	28,9
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2018	29,6
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2017	32,4
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2016	30,4
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2015	28,4
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2014	26,3
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2013	22,8
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2012	23,4
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2011	27,3
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2010	33,7
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2009	31,8
92 Actividades de juegos de azar y apuestas	Mujeres	Valor absoluto	2008	30,7
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2023	0,2
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2022	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2021	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2020	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2019	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2018	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2017	0,4
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2016	0,4
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2015	0,4
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2014	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2013	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2012	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2011	0,3
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2010	0,4
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2009	0,4
92 Actividades de juegos de azar y apuestas	Mujeres	Porcentaje	2008	0,4
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2023	256,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2022	248,3
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2021	216,4
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2020	202,9
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2019	222,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2018	208,9
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2017	206,7
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2016	208,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2015	195,5
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2014	194,9
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2013	178,3
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2012	173
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2011	166,5
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2010	167,4
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2009	156,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Valor absoluto	2008	161,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2023	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2022	1,2
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2021	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2020	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2019	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2018	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2017	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2016	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2015	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2014	1,1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2013	1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2012	1
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2011	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2010	0,9
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2009	0,8
93 Actividades deportivas, recreativas y de entretenimiento	Ambos sexos	Porcentaje	2008	0,8
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2023	154,5
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2022	153,5
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2021	130,3
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2020	123,4
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2019	138
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2018	126,1
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2017	127,8
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2016	130,1
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2015	115,6
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2014	115,6
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2013	107,8
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2012	106,1
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2011	109,8
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2010	102,8
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2009	92,1
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Valor absoluto	2008	93,3
93 Actividades deportivas, recreativas y de entretenimiento	Hombres	Porcentaje	2023	1,4
